-3.7784878 0.7195388 
-0.9737878 -0.9789148 
-4.0878588 4.3470128 
2.2054818 -1.3946588 
-1.5765718 4.4771408 
0.6630498 -4.6987648 
1.0451248 -0.5890338 
1.5250128 2.0070918 
2.0085678 2.0299288 
-1.9889558 0.1016668 
-4.1453628 1.1224398 
1.3343578 2.4636898 
-2.3356548 3.0143568 
3.9425188 -1.6327508 
-1.9973108 0.6409308 
2.1505698 3.5526618 
-1.6964778 0.8915868 
-1.3512678 0.0824128 
0.9234818 3.5343058 
4.0518558 1.8379838 
-2.3547128 -3.9366178 
4.4982598 0.0195688 
2.3872908 -4.8083338 
-4.9553898 -0.5739068 
3.5073688 4.0717548 
1.9557228 -4.5533048 
0.6243218 4.4519088 
-1.6228398 -3.1961968 
-1.6720078 -1.3009198 
-4.2267728 -2.9476098 
-0.4169918 -4.0441428 
1.5719018 -0.6725918 
